"suburb","postcode","state","lat","lng"
"Fairy Meadow","2519","NSW","-34.39689","150.8957"
"Falbrook","2330","NSW","-32.42061","151.13534"
"Falconer","2365","NSW","-30.17431","151.73648"
"Falls Creek","2540","NSW","-34.9943","150.59563"
"Far Meadow","2535","NSW","-34.82661","150.69982"
"Fargunyah","2656","NSW","-35.11862","146.73865"
"Farley","2320","NSW","-32.7363","151.50279"
"Farmborough Heights","2526","NSW","-34.4561","150.81523"
"Farnham","2820","NSW","-32.84166","149.11407"
"Farrants Hill","2484","NSW","-28.31885","153.48546"
"Farringdon","2622","NSW","-35.51964","149.60115"
"Fassifern","2283","NSW","-32.98256","151.57724"
"Faulconbridge","2776","NSW","-33.68513","150.55384"
"Faulkland","2422","NSW","-32.06854","151.89116"
"Fawcetts Plain","2474","NSW","-28.5656","153.01486"
"Federal","2480","NSW","-28.65916","153.45262"
"Fennell Bay","2283","NSW","-32.98443","151.5965"
"Fern Bay","2295","NSW","-32.86347","151.81752"
"Fern Gully","2330","NSW","-32.54968","151.19764"
"Fernances","2775","NSW","-33.19388","151.01127"
"Fernances Crossing","2325","NSW","-33.06821","151.11262"
"Fernbank Creek","2444","NSW","-31.42259","152.84599"
"Fernbrook","2453","NSW","-30.34349","152.61228"
"Fernhill","2519","NSW","-34.3845","150.88874"
"Fernleigh","2479","NSW","-28.76919","153.48888"
"Fernmount","2454","NSW","-30.4767","152.94445"
"Fernside","2480","NSW","-28.79376","153.17307"
"Fernvale","2484","NSW","-28.36536","153.42214"
"Ferodale","2318","NSW","-32.71437","151.84426"
"Fiddletown","2159","NSW","-33.5607","151.09002"
"Fifield","2875","NSW","-32.85872","147.44482"
"Figtree","2525","NSW","-34.4306","150.85004"
"Findon Creek","2474","NSW","-28.36584","152.86381"
"Fine Flower","2460","NSW","-29.38176","152.64827"
"Fingal Bay","2315","NSW","-32.75103","152.169"
"Fingal Head","2487","NSW","-28.20237","153.56429"
"Finley","2713","NSW","-35.59323","145.57945"
"Firefly","2429","NSW","-32.07942","152.23475"
"Fishermans Bay","2316","NSW","-32.78612","152.09578"
"Fishermans Paradise","2539","NSW","-35.22919","150.44498"
"Fishermans Reach","2441","NSW","-30.8701","153.00181"
"Fishers Hill","2421","NSW","-32.48988","151.54106"
"Fishing Point","2283","NSW","-33.05359","151.5945"
"Fitzgeralds Mount","2799","NSW","-33.496","149.37749"
"Fitzgeralds Valley","2795","NSW","-33.52397","149.39364"
"Fitzroy Falls","2577","NSW","-34.64996","150.45414"
"Five Dock","2046","NSW","-33.86665","151.12685"
"Five Ways","2873","NSW","-32.16554","146.96635"
"Flat Tops","2420","NSW","-32.44722","151.8098"
"Fletcher","2287","NSW","-32.87162","151.64399"
"Flinders","2529","NSW","-34.58047","150.84566"
"Floraville","2280","NSW","-33.01127","151.6627"
"Forbes","2871","NSW","-33.38993","148.02223"
"Forbes Creek","2621","NSW","-35.42488","149.50602"
"Forbes River","2446","NSW","-31.22272","152.33238"
"Forbesdale","2422","NSW","-32.07544","151.95928"
"Fords Bridge","2840","NSW","-29.67848","145.22456"
"Fordwich","2330","NSW","-32.71161","151.05654"
"Forest Glen","2157","NSW","-33.54516","151.02823"
"Forest Grove","2795","NSW","-33.38908","149.66106"
"Forest Hill","2651","NSW","-35.13884","147.46691"
"Forest Land","2372","NSW","-29.24228","152.11847"
"Forest Lodge","2037","NSW","-33.88032","151.18079"
"Forest Reefs","2798","NSW","-33.46567","149.07316"
"Forestville","2087","NSW","-33.76172","151.21039"
"Forresters Beach","2260","NSW","-33.40857","151.46938"
"Forster","2428","NSW","-32.23377","152.53287"
"Fortis Creek","2460","NSW","-29.47313","152.86936"
"Fosters Valley","2795","NSW","-33.61641","149.5403"
"Fosterton","2420","NSW","-32.34228","151.76837"
"Fountaindale","2258","NSW","-33.34792","151.40077"
"Four Corners","2716","NSW","-34.81213","145.42709"
"Four Mile Creek","2800","NSW","-33.42697","148.94203"
"Fowlers Gap","2880","NSW","-31.37559","141.65561"
"Foxground","2534","NSW","-34.71652","150.75958"
"Frazer Park","2259","NSW","-33.18574","151.61819"
"Frazers Creek","2446","NSW","-31.39971","152.62351"
"Frederickton","2440","NSW","-31.02539","152.86167"
"Freeburn Island","2464","NSW","-29.40154","153.33215"
"Freemans","2259","NSW","-33.19698","151.59358"
"Freemans Reach","2756","NSW","-33.5695","150.79358"
"Freemans Waterhole","2323","NSW","-32.98239","151.49292"
"Freemantle","2795","NSW","-33.27954","149.36488"
"French Park","2655","NSW","-35.26035","146.92759"
"Frenchs Forest","2086","NSW","-33.75137","151.22303"
"Freshwater","2096","NSW","-33.77603","151.28481"
"Frog Rock","2850","NSW","-32.46927","149.68151"
"Frogmore","2586","NSW","-34.24284","148.87683"
"Frogs Hollow","2550","NSW","-36.76362","149.81617"
"Frying Pan","2630","NSW","-36.15316","148.80109"
"Fullerton","2583","NSW","-34.15406","149.55048"
"Fullerton Cove","2318","NSW","-32.84061","151.83469"
"Furracabad","2370","NSW","-29.82256","151.65873"
"Gadara","2720","NSW","-35.30886","148.12824"
"Gala Vale","2716","NSW","-34.96969","145.74988"
"Galambine","2850","NSW","-32.44468","149.52323"
"Galong","2585","NSW","-34.63862","148.57028"
"Galore","2650","NSW","-34.97924","146.82884"
"Galston","2159","NSW","-33.64833","151.07023"
"Ganbenang","2790","NSW","-33.71188","150.13035"
"Gangat","2422","NSW","-32.0201","152.07327"
"Ganmain","2702","NSW","-34.80861","147.00972"
"Garah","2405","NSW","-29.01208","149.62507"
"Garden Suburb","2289","NSW","-32.94639","151.67863"
"Garema","2871","NSW","-33.57931","147.9136"
"Garland","2797","NSW","-33.75886","149.03426"
"Garland Valley","2330","NSW","-32.92654","150.7408"
"Garoo","2340","NSW","-31.41235","150.97222"
"Garra","2866","NSW","-33.1229","148.75913"
"Garthowen","2345","NSW","-30.8653","150.90368"
"Gateshead","2290","NSW","-32.9822","151.69289"
"Gearys Flat","2446","NSW","-31.17246","152.56993"
"Geehi","2642","NSW","-36.34871","148.24386"
"Gelston Park","2650","NSW","-35.24758","147.34811"
"Gemalla","2795","NSW","-33.50167","149.84233"
"Geneva","2474","NSW","-28.61974","152.97838"
"Georges Creek","2365","NSW","-30.16061","151.20954"
"Georges Hall","2198","NSW","-33.90761","150.98902"
"Georges Plains","2795","NSW","-33.53022","149.4909"
"Georgetown","2298","NSW","-32.90938","151.73191"
"Georgica","2480","NSW","-28.64617","153.15685"
"Gerogery","2642","NSW","-35.84121","146.99395"
"Gerringong","2534","NSW","-34.73354","150.82395"
"Gerroa","2534","NSW","-34.77383","150.79631"
"Geurie","2818","NSW","-32.36802","148.85568"
"Ghinni Ghi","2474","NSW","-28.62292","152.77945"
"Ghinni Ghinni","2430","NSW","-31.88595","152.54824"
"Ghoolendaadi","2380","NSW","-30.93432","149.91263"
"Giants Creek","2328","NSW","-32.2312","150.54248"
"Gibberagee","2469","NSW","-29.28762","153.10115"
"Gibraltar Range","2370","NSW","-29.54069","152.26615"
"Gidginbung","2666","NSW","-34.30907","147.44028"
"Gidley","2340","NSW","-30.99751","150.83289"
"Gilead","2560","NSW","-34.12934","150.7799"
"Gilgai","2360","NSW","-29.88233","151.11663"
"Gilgandra","2827","NSW","-31.71245","148.61837"
"Gilgooma","2829","NSW","-30.69272","148.5753"
"Gilgunnia","2835","NSW","-32.44644","146.05866"
"Gillenbah","2700","NSW","-34.82452","146.52107"
"Gilletts Ridge","2462","NSW","-29.63508","153.10881"
"Gillieston Heights","2321","NSW","-32.76092","151.51609"
"Gilmandyke","2795","NSW","-33.78666","149.5465"
"Gilmore","2720","NSW","-35.40203","148.18186"
"Gin Gin","2823","NSW","-31.9112","148.07005"
"Gineroi","2404","NSW","-29.71652","150.48773"
"Ginghi","2849","NSW","-32.59181","150.04881"
"Gingkin","2787","NSW","-33.89029","149.96778"
"Girards Hill","2480","NSW","-28.81766","153.27877"
"Girilambone","2831","NSW","-31.22967","146.81566"
"Giro","2422","NSW","-31.68102","151.74556"
"Girral","2669","NSW","-33.66512","147.14846"
"Girralong","2449","NSW","-30.56285","152.63665"
"Girraween","2145","NSW","-33.80002","150.94399"
"Girvan","2425","NSW","-32.4713","152.06597"
"Gladesville","2111","NSW","-33.82789","151.12645"
"Gladstone","2440","NSW","-31.01891","152.96187"
"Glanmire","2795","NSW","-33.42048","149.70868"
"Glebe","2037","NSW","-33.87781","151.18626"
"Gledswood Hills","2557","NSW","-34.0137","150.78383"
"Glen Alice","2849","NSW","-33.05748","150.15642"
"Glen Allen","2631","NSW","-36.69806","149.37729"
"Glen Alpine","2560","NSW","-34.08767","150.7719"
"Glen Davis","2846","NSW","-33.13248","150.25905"
"Glen Elgin","2370","NSW","-29.57595","152.12034"
"Glen Fergus","2630","NSW","-36.21755","149.24841"
"Glen Innes","2370","NSW","-29.71897","151.69467"
"Glen Martin","2321","NSW","-32.53427","151.84366"
"Glen Nevis","2365","NSW","-29.91723","152.22903"
"Glen Oak","2320","NSW","-32.60263","151.71469"
"Glen Ward","2422","NSW","-31.82298","151.65197"
"Glen William","2321","NSW","-32.50955","151.7958"
"Glenbawn","2337","NSW","-32.07653","151.0177"
"Glenbrook","2773","NSW","-33.76592","150.62573"
"Glencoe","2365","NSW","-29.93231","151.71024"
"Glendale","2285","NSW","-32.92896","151.6494"
"Glendenning","2761","NSW","-33.74778","150.8557"
"Glendon","2330","NSW","-32.58394","151.2896"
"Glendon Brook","2330","NSW","-32.47759","151.39683"
"Glenelg","2810","NSW","-33.72836","148.09039"
"Glenellen","2642","NSW","-35.88636","146.90536"
"Glenfield","2167","NSW","-33.97099","150.89301"
"Glenfield Park","2650","NSW","-35.1371","147.33119"
"Glengarrie","2486","NSW","-28.23179","153.40003"
"Glenhaven","2156","NSW","-33.70276","150.99604"
"Gleniffer","2454","NSW","-30.38163","152.88327"
"Glenmore","2570","NSW","-34.0741","150.60271"
"Glenmore Park","2745","NSW","-33.79317","150.68049"
"Glennies Creek","2330","NSW","-32.45544","151.10682"
"Glenning Valley","2261","NSW","-33.35106","151.42212"
"Glenorie","2157","NSW","-33.57079","150.98602"
"Glenquarry","2576","NSW","-34.53309","150.49237"
"Glenreagh","2450","NSW","-30.08784","152.95599"
"Glenridding","2330","NSW","-32.58438","151.15874"
"Glenrock","2337","NSW","-31.65562","151.39437"
"Glenroy","2640","NSW","-36.05258","146.89876"
"Glenroy","2653","NSW","-35.74719","147.88053"
"Glenthorne","2430","NSW","-31.93041","152.48015"
"Glenugie","2460","NSW","-29.81103","153.03825"
"Glenwood","2768","NSW","-33.73755","150.93545"
"Glenworth Valley","2250","NSW","-33.40898","151.18237"
"Glossodia","2756","NSW","-33.53144","150.78782"
"Gloucester","2422","NSW","-32.00995","151.96371"
"Gloucester Tops","2422","NSW","-32.06154","151.62223"
"Goat Island","2477","NSW","-28.98862","153.45729"
"Gobarralong","2727","NSW","-34.95651","148.36278"
"Gobbagombalin","2650","NSW","-35.06755","147.30787"
"Gocup","2720","NSW","-35.24086","148.18808"
"Godfreys Creek","2586","NSW","-34.19685","148.71591"
"Gogeldrie","2705","NSW","-34.57972","146.28541"
"Gol Gol","2738","NSW","-34.17295","142.22095"
"Gollan","2820","NSW","-32.25622","149.04588"
"Golspie","2580","NSW","-34.24086","149.67588"
"Gongolgon","2839","NSW","-30.49687","146.88414"
"Gonn","2732","NSW","-35.46422","144.00016"
"Goobarragandra","2720","NSW","-35.45736","148.48328"
"Good Forest","2790","NSW","-33.59236","150.10146"
"Good Hope","2582","NSW","-34.9008","148.80418"
"Goodnight","2736","NSW","-34.92348","143.38572"
"Goodooga","2838","NSW","-29.31075","147.44102"
"Goodwood Island","2469","NSW","-29.38134","153.30719"
"Googong","2620","NSW","-35.44008","149.22543"
"Goolgowi","2652","NSW","-33.94636","145.72934"
"Goolhi","2379","NSW","-30.99054","149.72682"
"Goolma","2852","NSW","-32.30435","149.23679"
"Goolmangar","2480","NSW","-28.72268","153.24405"
"Gooloogong","2805","NSW","-33.66383","148.44137"
"Goombargana","2646","NSW","-35.74229","146.5755"
"Goonellabah","2480","NSW","-28.82911","153.33393"
"Goonengerry","2482","NSW","-28.60459","153.43207"
"Goonoo Forest","2830","NSW","-32.02426","148.86677"
"Goonoo Goonoo","2340","NSW","-31.29334","150.9128"
"Goonumbla","2870","NSW","-32.94015","148.05964"
"Goorangoola","2330","NSW","-32.28403","151.18833"
"Goorianawa","2396","NSW","-31.14841","148.994"
"Gordon","2072","NSW","-33.75743","151.15575"
"Gorge Creek","2469","NSW","-28.72541","152.71446"
"Gormans Hill","2795","NSW","-33.46815","149.59526"
"Gorokan","2263","NSW","-33.25377","151.50567"
"Gosford","2250","NSW","-33.42389","151.34058"
"Gosforth","2320","NSW","-32.65167","151.48988"
"Gostwyck","2358","NSW","-30.70709","151.61013"
"Goulburn","2580","NSW","-34.7447","149.72375"
"Gouldsville","2330","NSW","-32.57593","151.09016"
"Gowan","2795","NSW","-33.14962","149.35098"
"Gowang","2357","NSW","-31.42158","149.07512"
"Gowrie","2330","NSW","-32.56557","151.14564"
"Gowrie","2340","NSW","-31.36021","150.8032"
"Grabben Gullen","2583","NSW","-34.52762","149.38547"
"Gradys Creek","2474","NSW","-28.38808","152.94984"
"Grafton","2460","NSW","-29.67476","152.92977"
"Gragin","2403","NSW","-29.54858","150.81053"
"Grahamstown","2729","NSW","-35.25793","148.02318"
"Graman","2360","NSW","-29.44199","150.88804"
"Grants Beach","2445","NSW","-31.61756","152.82155"
"Granville","2142","NSW","-33.83592","151.00745"
"Grasmere","2570","NSW","-34.05634","150.6729"
"Grassy Head","2441","NSW","-30.78124","152.98583"
"Grattai","2850","NSW","-32.66169","149.50473"
"Gravesend","2401","NSW","-29.65354","150.34107"
"Grays Point","2232","NSW","-34.05591","151.08069"
"Great Mackerel Beach","2108","NSW","-33.59127","151.2997"
"Great Marlow","2460","NSW","-29.64973","152.97267"
"Green Cape","2551","NSW","-37.21212","150.00351"
"Green Creek","2338","NSW","-31.7917","151.0333"
"Green Forest","2471","NSW","-28.97326","153.36603"
"Green Gully","2850","NSW","-32.79747","149.68104"
"Green Hills","2365","NSW","-30.26488","151.78422"
"Green Hills","2730","NSW","-35.55352","148.03156"
"Green Pigeon","2474","NSW","-28.48264","153.064"
"Green Point","2251","NSW","-33.45321","151.38285"
"Green Point","2251","NSW","-33.43968","151.37541"
"Green Point","2428","NSW","-32.24853","152.51775"
"Green Valley","2168","NSW","-33.90263","150.86967"
"Greenacre","2190","NSW","-33.8989","151.05729"
"Greendale","2550","NSW","-36.58179","149.86683"
"Greendale","2745","NSW","-33.92591","150.66162"
"Greenethorpe","2809","NSW","-34.04196","148.395"
"Greenfield Park","2176","NSW","-33.87537","150.89276"
"Greengrove","2250","NSW","-33.38016","151.15855"
"Greenhill","2440","NSW","-31.04621","152.80406"
"Greenhills Beach","2230","NSW","-34.03624","151.1585"
"Greenlands","2330","NSW","-32.36202","151.16355"
"Greenlands","2631","NSW","-36.51556","149.45179"
"Greenleigh","2620","NSW","-35.36821","149.25179"
"Greenridge","2471","NSW","-28.89939","153.11726"
"Greenwell Point","2540","NSW","-34.9113","150.7302"
"Greenwich","2065","NSW","-33.83","151.18555"
"Greenwich Park","2580","NSW","-34.60049","149.9162"
"Greg Greg","2642","NSW","-36.05623","148.05916"
"Gregadoo","2650","NSW","-35.23578","147.43361"
"Gregory Hills","2557","NSW","-34.02724","150.77608"
"Greigs Flat","2549","NSW","-36.97379","149.85238"
"Grenfell","2810","NSW","-33.93344","148.19253"
"Gresford","2311","NSW","-32.41512","151.49665"
"Greta","2334","NSW","-32.69162","151.3859"
"Greta Main","2325","NSW","-32.88848","151.28436"
"Grevillia","2474","NSW","-28.44443","152.81557"
"Greystanes","2145","NSW","-33.82378","150.93855"
"Griffith","2680","NSW","-34.27539","146.04315"
"Grogan","2666","NSW","-34.30661","147.73413"
"Grong Grong","2652","NSW","-34.70352","146.78246"
"Grose Vale","2753","NSW","-33.58708","150.66056"
"Grose Wold","2753","NSW","-33.60019","150.67649"
"Grosses Plain","2627","NSW","-36.56299","148.45891"
"Growee","2849","NSW","-32.64589","150.09238"
"Guerilla Bay","2536","NSW","-35.82989","150.22013"
"Guildford","2161","NSW","-33.85861","150.98884"
"Guildford West","2161","NSW","-33.84826","150.96403"
"Gulargambone","2828","NSW","-31.28182","148.48544"
"Gulf Creek","2347","NSW","-30.1754","150.74182"
"Gulgong","2852","NSW","-32.37508","149.51809"
"Gulmarrad","2463","NSW","-29.50024","153.224"
"Gum Flat","2360","NSW","-29.79434","150.92955"
"Gum Scrub","2441","NSW","-31.26002","152.73211"
"Gumbalie","2840","NSW","-30.14049","145.21662"
"Gumble","2865","NSW","-33.08718","148.65481"
"Gumly Gumly","2652","NSW","-35.13193","147.43123"
"Gumma","2447","NSW","-30.70591","152.97073"
"Gunbar","2711","NSW","-33.90552","145.27855"
"Gundagai","2722","NSW","-35.04477","148.09558"
"Gundamulda","2347","NSW","-30.25346","150.72665"
"Gundaroo","2620","NSW","-35.0415","149.26661"
"Gundary","2580","NSW","-34.84009","149.78664"
"Gunderbooka","2840","NSW","-30.61252","145.77272"
"Gunderman","2775","NSW","-33.39827","151.054"
"Gundy","2337","NSW","-31.98873","150.99334"
"Gungal","2333","NSW","-32.25539","150.48114"
"Gungalman","2829","NSW","-30.50274","147.9832"
"Gunnedah","2380","NSW","-31.00269","150.22115"
"Gunning","2581","NSW","-34.78313","149.26479"
"Gunning Gap","2871","NSW","-33.2645","147.73691"
"Gunningbland","2876","NSW","-33.12079","147.9202"
"Gunningrah","2632","NSW","-36.74408","149.15904"
"Gurley","2398","NSW","-29.70867","149.79622"
"Gurnang","2787","NSW","-34.04541","149.84533"
"Gurranang","2460","NSW","-29.45281","152.97931"
"Gurrundah","2581","NSW","-34.65262","149.41841"
"Guyong","2798","NSW","-33.39739","149.26039"
"Guyra","2365","NSW","-30.21551","151.62542"
"Gwabegar","2356","NSW","-30.57824","148.97446"
"Gwandalan","2259","NSW","-33.13958","151.58181"
"Gwynneville","2500","NSW","-34.41422","150.88292"
"Gymea","2227","NSW","-34.03656","151.0841"
"Gymea Bay","2227","NSW","-34.04951","151.08733"
"Haberfield","2045","NSW","-33.87968","151.1391"
"Hacks Ferry","2441","NSW","-31.33983","152.83915"
"Halekulani","2262","NSW","-33.21772","151.55237"
"Halfway Creek","2460","NSW","-29.93822","153.10077"
"Hallidays Point","2430","NSW","-32.06539","152.50668"
"Halloran","2259","NSW","-33.22974","151.43722"
"Halls Creek","2346","NSW","-30.76017","150.94919"
"Hallsville","2340","NSW","-31.00752","150.87587"
"Halton","2311","NSW","-32.28988","151.53984"
"Hambledon Hill","2330","NSW","-32.59955","151.12257"
"Hamilton","2303","NSW","-32.92145","151.74395"
"Hamilton East","2303","NSW","-32.92775","151.75528"
"Hamilton North","2292","NSW","-32.91428","151.73828"
"Hamilton South","2303","NSW","-32.93296","151.74784"
"Hamilton Valley","2641","NSW","-36.02472","146.89686"
"Hamlyn Terrace","2259","NSW","-33.25323","151.47277"
"Hammondville","2170","NSW","-33.95082","150.95833"
"Hampden Hall","2440","NSW","-31.07156","152.86033"
"Hampton","2790","NSW","-33.6688","150.02691"
"Hanging Rock","2340","NSW","-31.49989","151.25004"
"Hanleys Creek","2420","NSW","-32.41857","151.68529"
"Hannam Vale","2443","NSW","-31.71315","152.58295"
"Hanwood","2680","NSW","-34.35915","146.03358"
"Harden","2587","NSW","-34.54657","148.3679"
"Hardys Bay","2257","NSW","-33.52699","151.35541"
"Harefield","2650","NSW","-34.97001","147.53661"
"Hargraves","2850","NSW","-32.81907","149.3756"
"Harolds Cross","2622","NSW","-35.58769","149.5666"
"Harparary","2390","NSW","-30.55245","150.05033"
"Harpers Hill","2321","NSW","-32.69977","151.40995"
"Harrington","2427","NSW","-31.8568","152.67618"
"Harrington Park","2567","NSW","-34.02561","150.73523"
"Harris Park","2150","NSW","-33.82233","151.01207"
"Hartley","2790","NSW","-33.5331","150.15357"
"Hartley Vale","2790","NSW","-33.53164","150.22686"
"Hartwood","2710","NSW","-35.33948","145.34204"
"Hartys Plains","2446","NSW","-31.47832","152.62493"
